,title,time,url
22,Brett Brown Quits As Coach Of Australian Men’s Team For Olympics,"October 13, 2020",http://global.nba.com/news/brett-brown-quits-as-coach-of-australian-mens-team-for-olympics/
23,"Michelle Obama, LeBron James Team To Help Boost Early Voting","October 13, 2020",http://global.nba.com/news/michelle-obama-lebron-james-team-to-help-boost-early-voting/
24,Bubble Wrap: Answering The Pressing Questions After The 2020 NBA Playoffs,"October 13, 2020",http://global.nba.com/news/bubble-wrap-will-the-lakers-path-to-the-finals-in-2021-be-easier-or-harder/
25,5 Things We Learned From Game 6 Of 2020 Finals,"October 12, 2020",http://global.nba.com/news/5-things-we-learned-from-game-6-of-2020-finals/
26,"Full Circle From Quick Success In Boston, Rajon Rondo Wins Title With L.A.","October 12, 2020",http://global.nba.com/news/full-circle-from-quick-success-in-boston-rajon-rondo-wins-title-with-l-a/
27,"Inside The Box Score: 2020 NBA Finals, Game 6","October 12, 2020",http://global.nba.com/news/the-finals-stat-game-6-lakers-dominate-at-the-rim-2/
28,"LeBron Adds To An Already-Stacked Trophy Case With Another Title, Finals MVP","October 12, 2020",http://global.nba.com/news/lebron-stocks-an-already-stacked-trophy-case-with-another-title-finals-mvp/
29,Jimmy Butler Vows To ‘Be Better’ After Memorable Playoff Run,"October 12, 2020",http://global.nba.com/news/jimmy-butler-vows-to-be-better-after-memorable-playoff-run/
30,"The Finals Stat, Game 6: Lakers Dominate At The Rim","October 12, 2020",http://global.nba.com/news/the-finals-stat-game-6-lakers-dominate-at-the-rim/
31,"LeBron James Makes History, Wins Finals MVP With 3 Different Franchises","October 11, 2020",http://global.nba.com/news/lebron-james-makes-history-wins-finals-mvp-with-3-different-franchises/
32,Sweet 17: Lakers Tie Celtics For Most NBA Championships,"October 11, 2020",http://global.nba.com/news/sweet-17-lakers-tie-celtics-for-most-nba-championships/
33,Heat Guard Goran Dragic (Foot) Listed As Active For Game 6 vs. Lakers,"October 11, 2020",http://global.nba.com/news/heat-guard-goran-dragic-foot-listed-as-active-for-game-6-vs-lakers/
34,LeBron James Becomes All-Time Leader In Playoff Games Played,"October 11, 2020",http://global.nba.com/news/lebron-james-nears-another-nba-playoff-record/
35,Finals Film Study: Empty Corners And Screen Angles,"October 10, 2020",http://global.nba.com/news/finals-film-study-empty-corners-and-screen-angles/
36,Miami Heat Revel In Adversity Against Los Angeles Lakers,"October 10, 2020",http://global.nba.com/news/miami-heat-revel-in-adversity-against-los-angeles-lakers/
37,"Cole Anthony’s Dedication To Game, Defensive Skills Could Reap NBA Reward","October 10, 2020",http://global.nba.com/news/cole-anthonys-dedication-to-game-defensive-skills-could-reap-nba-reward/
38,5 Things We Learned From Game 5 Of 2020 Finals,"October 10, 2020",http://global.nba.com/news/5-things-we-learned-from-game-5-of-2020-finals/
39,"Inside The Box Score: 2020 NBA Finals, Game 5","October 10, 2020",http://global.nba.com/news/inside-the-box-score-2020-nba-finals-game-5/
40,Lakers Quickly Move On From Green’s Missed 3 In Game 5,"October 10, 2020",http://global.nba.com/news/lakers-quickly-move-on-from-greens-missed-3-in-game-5/
41,"Jimmy Butler ‘Left It All Out There’ In Sublime Performance, Outdueling LeBron James","October 10, 2020",http://global.nba.com/news/jimmy-butler-left-it-all-out-there-in-sublime-performance-outdueling-lebron-james/
42,"The Finals Stat, Game 5: Jimmy Butler To The Line, Heat To Game 6","October 10, 2020",http://global.nba.com/news/the-finals-stat-game-5-jimmy-butler-to-the-line-heat-to-game-6/
43,Anthony Davis Injury Scare Derails Lakers As Game 6 Looms,"October 10, 2020",http://global.nba.com/news/anthony-davis-injury-scare-derails-lakers-as-game-6-looms/
44,2020 NBA Finals Complete Schedule & Playoffs Results,"October 9, 2020",http://global.nba.com/news/2020-nba-playoffs-schedule-results/
45,Mavericks’ Kristaps Porzingis Undergoes Right Knee Surgery,"October 9, 2020",http://global.nba.com/news/mavericks-kristaps-porzingis-undergoes-right-knee-surgery/
46,NBA And NBPA Announce First-Ever NBA Foundation Board Of Directors,"October 9, 2020",http://global.nba.com/news/nba-and-nbpa-announce-first-ever-nba-foundation-board-of-directors/
47,Rajon Rondo On Cusp Of Making Some NBA History,"October 9, 2020",http://global.nba.com/news/rajon-rondo-on-cusp-of-making-some-nba-history/
48,Men In The Arena: Heat Believe This Is ‘Where They’re Meant To Be’,"October 8, 2020",http://global.nba.com/news/men-in-the-arena-heat-believe-this-is-where-theyre-meant-to-be/
49,Lakers Look To Seal Deal In Game 5 vs. Heat,"October 8, 2020",http://global.nba.com/news/lakers-look-to-seal-deal-in-game-5-vs-heat/
50,"Ahead Of Game 5, LeBron James Leaves Legacy Chatter Aside","October 8, 2020",http://global.nba.com/news/ahead-of-game-5-lebron-james-leaves-legacy-chatter-aside/
51,Goran Dragic (Foot) Remains Doubtful For Game 5 Of The Finals,"October 8, 2020",http://global.nba.com/news/goran-dragic-foot-remains-doubtful-for-game-5-of-the-finals/
52,LA Clippers’ Lawrence Frank Wins 2019-20 NBA Basketball Executive Of The Year Award,"October 8, 2020",http://global.nba.com/news/la-clippers-lawrence-frank-wins-2019-20-nba-basketball-executive-of-the-year-award/
53,Giannis Antetokounmpo To Appear In Madden 21,"October 8, 2020",http://global.nba.com/news/giannis-antetokounmpo-to-appear-in-madden-21/
54,Film Study: 5 Plays That Tell The Biggest Story Of Lakers’ Game 4 Win,"October 8, 2020",http://global.nba.com/news/film-study-5-plays-that-tell-the-biggest-story-of-lakers-game-4-win/
55,"As Election Draws Closer, The NBA Continues Calls To Vote","October 8, 2020",http://global.nba.com/news/as-election-draws-closer-the-nba-continues-calls-to-vote/
56,Lakers To Don ‘Black Mamba’ Jerseys For Game 5,"October 8, 2020",http://global.nba.com/news/lakers-to-don-black-mamba-jerseys-for-game-5/
57,A Moment Of Rest Finally Arrives At The NBA Finals,"October 7, 2020",http://global.nba.com/news/a-moment-of-rest-finally-arrives-at-the-nba-finals/
58,Montrezl Harrell Wins 2019-20 NBA Hustle Award,"October 7, 2020",http://global.nba.com/news/montrezl-harrell-wins-2019-20-nba-hustle-award/
59,Kings Name Alvin Gentry Associate Head Coach,"October 7, 2020",http://global.nba.com/news/kings-name-alvin-gentry-associate-head-coach/
60,24 Thoughts On Game 4 Of The Finals,"October 7, 2020",http://global.nba.com/news/24-thoughts-on-game-4-of-the-finals/
61,Kentavious Caldwell-Pope Steps Up To Support Lakers’ Superstars In Game 4,"October 7, 2020",http://global.nba.com/news/kentavious-caldwell-pope-steps-up-to-support-lakers-superstars-in-game-4/
62,"Inside The Box Score: 2020 NBA Finals, Game 4","October 7, 2020",http://global.nba.com/news/inside-the-box-score-2020-nba-finals-game-4/
63,"Lakers Top Heat 102-96, Take 3-1 Lead In NBA Finals","October 7, 2020",http://global.nba.com/news/lakers-top-heat-102-96-take-3-1-lead-in-nba-finals/
64,"Adebayo Plays, Dragic Sits In Game 4","October 6, 2020",http://global.nba.com/news/goran-dragic-bam-adebayo-unsure-of-status-for-game-4/
65,"Milwaukee Scraps Early Voting Plans At Fiserv, Miller Park","October 6, 2020",http://global.nba.com/news/milwaukee-scraps-early-voting-plans-at-fiserv-miller-park/
66,NBA 2K League Announces New Tryout Process For Season 4,"October 6, 2020",http://global.nba.com/news/nba-2k-league-announces-new-tryout-process-for-season-4/
67,New Orleans’ Jrue Holiday Wins 2019-20 Twyman-Stokes Teammate Of The Year Award,"October 6, 2020",http://global.nba.com/news/new-orleans-jrue-holiday-wins-2019-20-twyman-stokes-teammate-of-the-year-award/
68,Butler Confident Heat Will Level NBA Finals In Game 4,"October 6, 2020",http://global.nba.com/news/butler-confident-heat-will-level-nba-finals-in-game-4/
69,Miami Heat’s Jimmy Butler Ready To Do The Extraordinary Again In Game 4,"October 5, 2020",http://global.nba.com/news/miami-heats-jimmy-butler-ready-to-do-the-extraordinary-again-in-game-4/
70,Isaiah Thomas Says Right Hip Is Pain Free After Resurfacing Surgery,"October 5, 2020",http://global.nba.com/news/isaiah-thomas-says-right-hip-is-pain-free-after-resurfacing-surgery/
71,"Barnes, Brown, Hill, Paul And Powell Named Recipients Of 2019-20 End-Of-Season NBA Cares Community Assist Award","October 5, 2020",http://global.nba.com/news/barnes-brown-hill-paul-and-powell-named-recipients-of-2019-20-end-of-season-nba-cares-community-assist-award/
72,5 Things We Learned From Game 3 Of 2020 Finals,"October 5, 2020",http://global.nba.com/news/5-things-we-learned-from-game-3-of-2020-finals/
73,"Jimmy Butler Has A Capital-G ‘Game’, Gives Heat New Life","October 5, 2020",http://global.nba.com/news/jimmy-butler-has-a-capital-g-game-gives-heat-new-life/
74,"Inside The Box Score: 2020 NBA Finals, Game 3","October 5, 2020",http://global.nba.com/news/inside-the-box-score-2020-nba-finals-game-3/
75,"The Finals Stat, Game 3: Jimmy Butler Controls The Ball","October 5, 2020",http://global.nba.com/news/the-finals-stat-game-3-jimmy-butler-controls-the-ball/
76,Jimmy Butler Logs 3rd 40-Point Triple-Double In NBA Finals History,"October 4, 2020",http://global.nba.com/news/jimmy-butler-logs-3rd-40-point-triple-double-in-nba-finals-history/
77,NBPA Announces 90 Percent Of Eligible Players Registered To Vote,"October 4, 2020",http://global.nba.com/news/nbpa-announces-90-percent-of-eligible-players-registered-to-vote/
78,Butler’s Big Night Helps Heat Cut Lakers’ Finals Lead To 2-1,"October 4, 2020",http://global.nba.com/news/butlers-big-night-helps-heat-cut-lakers-finals-lead-to-2-1/
79,"Bam Adebayo, Goran Dragic Ruled Out For Game 3","October 4, 2020",http://global.nba.com/news/report-miami-heats-bam-adebayo-goran-dragic-doubtful-for-game-3/
80,"Facing Daunting Challenge vs. Lakers, Heat Vow To Find A Way","October 4, 2020",http://global.nba.com/news/facing-daunting-challenge-vs-lakers-heat-vow-to-find-a-way/
81,Banged Up Heat Remain Defiant Despite 2-0 Deficit,"October 3, 2020",http://global.nba.com/news/banged-up-heat-remain-defiant-despite-2-0-deficit/
82,"Q&A: Del Harris, 2020 Winner Of Chuck Daly Lifetime Achievement Award","October 3, 2020",http://global.nba.com/news/qa-del-harris-2020-winner-of-chuck-daly-lifetime-achievement-award/
83,5 Things We Learned From Game 2 Of 2020 Finals,"October 3, 2020",http://global.nba.com/news/5-things-we-learned-from-game-2-of-2020-finals/
84,"Injuries Have Waylaid Heat’s Chances, Just As Lakers Level Up","October 3, 2020",http://global.nba.com/news/injuries-have-waylaid-heats-chances-just-as-lakers-level-up/
85,"The Finals Stat, Game 2: Lakers Ridiculously Efficient","October 3, 2020",http://global.nba.com/news/the-finals-stat-game-2-lakers-ridiculously-efficient/
86,Halfway Home: Lakers Top Heat 124-114 For 2-0 Finals Lead,"October 3, 2020",http://global.nba.com/news/halfway-home-lakers-top-heat-124-114-for-2-0-finals-lead/
87,"Bam Adebayo, Goran Dragic Ruled Out For Game 2 Of Finals","October 2, 2020",http://global.nba.com/news/report-bam-adebayo-shoulder-ruled-out-for-game-2-of-finals/
88,Del Harris Earns Well-Deserved Lifetime Achievement Award,"October 2, 2020",http://global.nba.com/news/del-harris-earns-well-deserved-lifetime-achievement-award/
89,Del Harris Receives 2020 Chuck Daly Lifetime Achievement Award,"October 2, 2020",http://global.nba.com/news/del-harris-receives-2020-chuck-daly-lifetime-achievement-award/
90,Lakers Stay Alert Ahead Of Game 2 vs. Heat,"October 1, 2020",http://global.nba.com/news/lakers-stay-alert-ahead-of-game-2-vs-heat/
91,"Attuned To Adversity, Jimmy Butler & Heat Ready To Climb Uphill Challenge In Finals","October 1, 2020",http://global.nba.com/news/attuned-to-adversity-jimmy-butler-heat-ready-to-climb-uphill-challenge-in-finals/
92,"LeBron James, Anthony Davis Sublimate Egos In Search For Glory","October 1, 2020",http://global.nba.com/news/lebron-james-anthony-davis-sublimate-egos-in-search-for-glory/
93,LeBron James Says Experience Helped Him ‘Have No Weakness’,"October 1, 2020",http://global.nba.com/news/lebron-james-says-experience-helped-him-have-no-weakness/
94,76ers Name Doc Rivers New Head Coach,"October 1, 2020",http://global.nba.com/news/report-76ers-hire-doc-rivers-as-head-coach/
95,Kobe Bryant’s Presence Felt During 2020 NBA Finals,"October 1, 2020",http://global.nba.com/news/kobe-bryants-presence-felt-during-2020-nba-finals/
96,Vince Carter Wins 2019-20 NBA Sportsmanship Award,"October 1, 2020",http://global.nba.com/news/vince-carter-wins-2019-20-nba-sportsmanship-award/
97,"Goran Dragic (Foot), Bam Adebayo (Neck Strain) Doubtful For Game 2","October 1, 2020",http://global.nba.com/news/goran-dragic-exits-with-an-injured-foot-bam-adebayo-leaves-with-shoulder-injury/
98,5 Things We Learned From Game 1 Of 2020 Finals,"October 1, 2020",http://global.nba.com/news/5-things-we-learned-from-game-1-of-2020-finals/
99,Lakers Look Ready To Take Their Championship And Go Home,"October 1, 2020",http://global.nba.com/news/lakers-look-ready-to-take-their-championship-and-go-home/
100,Inside The Box Score: 2020 NBA Finals Game 1,"October 1, 2020",http://global.nba.com/news/inside-the-box-score-2020-nba-finals-game-1/
101,Adam Silver Succeeds Navigating ‘Bubble’ But Uncertainty Ahead,"October 1, 2020",http://global.nba.com/news/adam-silver-succeeds-navigating-bubble-but-uncertainty-ahead/
102,"Lakers, LeBron Roll In Game 1 Of Finals, Top Heat 116-98","October 1, 2020",http://global.nba.com/news/lakers-lebron-roll-in-game-1-of-finals-top-heat-116-98/
103,"LeBron James, Tyler Herro Lead NBA In Social Media Follower Growth During NBA Restart","September 30, 2020",http://global.nba.com/news/lebron-james-tyler-herro-lead-nba-in-social-media-follower-growth-during-nba-restart/
104,LeBron James And Los Angeles Lakers Lead NBA’s Most Popular Jersey And Team Merchandise Lists,"September 30, 2020",http://global.nba.com/news/lebron-james-and-los-angeles-lakers-lead-nbas-most-popular-jersey-and-team-merchandise-lists/
105,LeBron Returns To Familiar Stage With 10th Finals Appearance,"September 30, 2020",http://global.nba.com/news/lebron-returns-to-familiar-stage-with-10th-finals-appearance/
106,"Consensus Mock Draft: In Most Recent Look, Obi Toppin Sees Stock Rise","September 30, 2020",http://global.nba.com/news/consensus-mock-draft-in-most-recent-look-obi-toppin-sees-stock-rise/
107,NBA Announces Officials For The NBA Finals 2020,"September 30, 2020",http://global.nba.com/news/nba-announces-officials-for-the-nba-finals-2020/
108,Heat Look To Subdue Lakers In Game 1 Of NBA Finals,"September 29, 2020",http://global.nba.com/news/heat-look-to-subdue-lakers-in-game-1-of-nba-finals/
109,Chris Paul Enrolls In North Carolina HBCU To Encourage Vote,"September 29, 2020",http://global.nba.com/news/chris-paul-enrolls-in-north-carolina-hbcu-to-encourage-vote/
110,LeBron James Knows Anything Is Possible In The Finals,"September 29, 2020",http://global.nba.com/news/lebron-james-knows-anything-is-possible-in-the-finals/
111,New California Law Prompted By Crash That Killed Kobe Bryant,"September 29, 2020",http://global.nba.com/news/new-california-law-prompted-by-crash-that-killed-kobe-bryant/
112,A Whole New Finals: NBA Restart By The Numbers,"September 29, 2020",http://global.nba.com/news/a-whole-new-finals-nba-restart-by-the-numbers/
113,4 Factors That Could Help Heat Upset Lakers,"September 29, 2020",http://global.nba.com/news/4-factors-that-could-help-heat-upset-lakers/
114,NBA Unveils New Court Design For 2020 NBA Finals Presented By YouTube TV,"September 29, 2020",http://global.nba.com/news/nba-unveils-new-court-design-for-2020-nba-finals-presented-by-youtube-tv/
115,Reports: Mark Cuban Reaches Out To Help Delonte West,"September 29, 2020",http://global.nba.com/news/reports-mark-cuban-reaches-out-to-help-delonte-west/
116,Boston Celtics See Bright Future Despite Loss In East Finals,"September 28, 2020",http://global.nba.com/news/boston-celtics-see-bright-future-despite-loss-in-east-finals/
117,Numbers Preview: The Finals — Los Angeles Lakers vs. Miami Heat,"September 28, 2020",http://global.nba.com/news/numbers-preview-the-finals-los-angeles-lakers-vs-miami-heat/
118,Miami Heat’s Pat Riley Still Up For A Fight At 75,"September 28, 2020",http://global.nba.com/news/miami-heats-pat-riley-still-up-for-a-fight-at-75/
119,Doc Rivers Out As Clippers Coach After 7 Seasons,"September 28, 2020",http://global.nba.com/news/rivers-out-as-clippers-coach/
120,"With Ascension To The Finals, Days Of Underestimating Jimmy Butler Over","September 28, 2020",http://global.nba.com/news/with-ascension-to-the-finals-days-of-underestimating-jimmy-butler-over/
121,Bam Adebayo Ignites Heat’s Crucial Fourth-Quarter Flamethrowing,"September 28, 2020",http://global.nba.com/news/bam-adebayo-ignites-heats-crucial-fourth-quarter-flamethrowing/
122,"Heat, Lakers Become Unprecedented NBA Finals Opponents","September 28, 2020",http://global.nba.com/news/heat-lakers-become-unprecedented-nba-finals-opponents/
123,"2020 NBA Finals Preview: LeBron Faces Former Squad, Rebuilt In His Wake","September 27, 2020",http://global.nba.com/news/2020-nba-finals-preview-lebron-faces-former-squad-rebuilt-in-his-wake/
124,"At Long Last, Lakers’ Frank Vogel Set To See NBA Finals","September 27, 2020",http://global.nba.com/news/at-long-last-lakers-frank-vogel-set-to-see-nba-finals/
125,"Heat Oust Celtics, Move On To NBA Finals","September 27, 2020",http://global.nba.com/news/heat-oust-celtics-move-on-to-nba-finals/
126,"After Dispatching Nuggets, LeBron Faces Dual Challenge In 10th Finals","September 27, 2020",http://global.nba.com/news/after-dispatching-nuggets-lebron-faces-dual-challenge-in-10th-finals/
127,"Lakers Reach The Finals, But ‘The Job Is Not Done’","September 27, 2020",http://global.nba.com/news/lakers-reach-the-finals-but-the-job-is-not-done/
128,"Celtics’ Plan: Take Away Heat 3-Pointers, Force Game 7","September 27, 2020",http://global.nba.com/news/celtics-plan-take-away-heat-3-pointers-force-game-7/
129,‘Heat Culture’ Will Be Tested By Resurgent Celtics In Game 6,"September 27, 2020",http://global.nba.com/news/heat-culture-will-be-tested-by-resurgent-celtics-in-game-6/
130,Closeout Special: LeBron James Leads Lakers Back To NBA Finals,"September 27, 2020",http://global.nba.com/news/closeout-special-lebron-james-leads-lakers-back-to-nba-finals/
131,Heat Take Another Shot At Eliminating Celtics In Game 6,"September 27, 2020",http://global.nba.com/news/heat-take-another-shot-at-eliminating-celtics-in-game-6/
132,"James, Lakers Beat Nuggets In Game 5 To Reach NBA Finals","September 26, 2020",http://global.nba.com/news/james-lakers-beat-nuggets-in-game-5-to-reach-nba-finals/
133,Heat’s Bam Adebayo Takes Blame For Game 5 Loss To Celtics,"September 26, 2020",http://global.nba.com/news/heats-bam-adebayo-takes-blame-for-game-5-loss-to-celtics/
134,"Walker’s Halftime Speech Settles Celtics, Who Respond With Series-Saving Run","September 26, 2020",http://global.nba.com/news/walkers-halftime-speech-settles-celtics-who-respond-with-series-saving-run/
135,Another NBA Finals Awaits LeBron If Lakers Can Finish Nuggets,"September 26, 2020",http://global.nba.com/news/another-nba-finals-awaits-lebron-if-lakers-can-finish-nuggets/
136,Nuggets Meet Lakers With Season On Brink Yet Again,"September 26, 2020",http://global.nba.com/news/nuggets-meet-lakers-with-season-on-brink-yet-again/
137,"Celtics Control Second Half, Top Heat To Win Game 5 In East","September 26, 2020",http://global.nba.com/news/celtics-control-second-half-top-heat-to-win-game-5-in-east/
138,"Nuggets Are In A Familiar, Undesirable Position Heading Into Game 5","September 25, 2020",http://global.nba.com/news/nuggets-are-in-a-familiar-undesirable-position-heading-into-game-5/
139,"Dwight Howard Rebounds, Fights For Championship Contention","September 25, 2020",http://global.nba.com/news/dwight-howard-rebounds-fights-for-championship-contention/
140,Powell: 5 Reasons Lakers’ 3-1 Lead Is One Nuggets Can’t Surmount,"September 25, 2020",http://global.nba.com/news/powell-5-reasons-lakers-3-1-lead-is-one-nuggets-cant-surmount/
141,Heat Aim To Close Out Celtics In Game 5,"September 25, 2020",http://global.nba.com/news/heat-aim-to-close-out-celtics-in-game-5/
142,"Davis, Lakers Beat Nuggets To Take 3-1 Lead In West Finals","September 25, 2020",http://global.nba.com/news/davis-lakers-beat-nuggets-to-take-3-1-lead-in-west-finals/
143,"For Billy Donovan, Job With Bulls ‘Came Out Of Left Field’","September 24, 2020",http://global.nba.com/news/for-billy-donovan-job-with-bulls-came-out-of-left-field/
144,"The Q&A: Alex English On Importance Of Voting, Social Justice Causes","September 24, 2020",http://global.nba.com/news/the-qa-alex-english-on-importance-of-voting-social-justice-causes/
145,‘Veteran Rookie’ Herro’s Special Night Has Heat 1 Win From Finals,"September 24, 2020",http://global.nba.com/news/veteran-rookie-herros-special-night-has-heat-1-win-from-finals/
146,Unafraid Nuggets Continue To Show Improvement In Each Game Against Top-Seeded Lakers,"September 24, 2020",http://global.nba.com/news/unafraid-nuggets-continue-to-show-improvement-in-each-game-against-top-seeded-lakers/
147,Breonna Taylor Court Ruling Rekindles Social Justice Fires In Bubble,"September 24, 2020",http://global.nba.com/news/breonna-taylor-court-ruling-rekindles-social-justice-fires-in-bubble/
148,Lakers Look To Retake Control In Game 4 vs. Nuggets,"September 24, 2020",http://global.nba.com/news/lakers-look-to-retake-control-in-game-4-vs-nuggets/
149,"After 6 Months Off, 8 Non-Disney Teams Get Back To Practice","September 23, 2020",http://global.nba.com/news/after-6-months-off-8-non-disney-teams-get-back-to-practice/
150,"For NBA Players, Breonna Taylor Decision ‘Not Enough’","September 23, 2020",http://global.nba.com/news/for-nba-players-breonna-taylor-decision-not-enough/
151,New Kings GM Monte McNair Commits To Luke Walton As Coach,"September 23, 2020",http://global.nba.com/news/new-kings-gm-monte-mcnair-commits-to-luke-walton-as-coach/
152,NBA Announces Innovative Format For Draft Combine 2020,"September 23, 2020",http://global.nba.com/news/nba-announces-innovative-format-for-draft-combine-2020/
153,"Opposing Coaches Brad Stevens, Erik Spoelstra Have Healthy Respect For One Another","September 23, 2020",http://global.nba.com/news/opposing-coaches-brad-stevens-erik-spoelstra-have-healthy-respect-for-one-another/
154,"Despite Dropping Game 3, It’s Still Lakers’ Series To Lose","September 23, 2020",http://global.nba.com/news/despite-dropping-game-3-its-still-lakers-series-to-lose/
155,Resilient Nuggets Bounce Back With Crucial Game 3 Win,"September 23, 2020",http://global.nba.com/news/resilient-nuggets-bounce-back-with-crucial-game-3-win/
156,Bulls Name Billy Donovan Coach,"September 23, 2020",http://global.nba.com/news/billy-donovan-agrees-to-deal-with-chicago-bulls/
157,Rejuvenated Celtics Look To Pull Even With Heat,"September 23, 2020",http://global.nba.com/news/rejuvenated-celtics-look-to-pull-even-with-heat/
158,"Murray, Nuggets Hang On To Win, Cut Lakers’ Lead To 2-1","September 23, 2020",http://global.nba.com/news/murray-nuggets-hang-on-to-win-cut-lakers-lead-to-2-1/
159,Celtics’ Romeo Langford Has Season-Ending Wrist Surgery,"September 22, 2020",http://global.nba.com/news/celtics-romeo-langford-has-season-ending-wrist-surgery/
160,Gordon Hayward Adds New Dimension To Celtics’ Small-Ball Lineup,"September 22, 2020",http://global.nba.com/news/gordon-hayward-adds-new-dimension-to-celtics-small-ball-lineup/
161,"Giannis Antetokounmpo Rookie Card Fetches $1.812 Million At Auction, Highest Ever For Modern-Day Basketball Card","September 22, 2020",http://global.nba.com/news/giannis-antetokounmpo-rookie-card-fetches-1-812-million-at-auction-highest-ever-for-modern-day-basketball-card/
162,"Denny Hamlin, Michael Jordan Partner On NASCAR Team With Driver Bubba Wallace","September 22, 2020",http://global.nba.com/news/denny-hamlin-michael-jordan-partner-on-nascar-team-with-driver-bubba-wallace/
163,Anthony Davis Knows Every Lakers Possession Crucial This Deep Into Playoffs,"September 21, 2020",http://global.nba.com/news/anthony-davis-knows-every-lakers-possession-crucial-this-deep-into-playoffs/
164,"Nuggets, Down 0-2 To Lakers, Rally Around Rebound Mentality","September 21, 2020",http://global.nba.com/news/nuggets-down-0-2-to-lakers-rally-around-rebound-mentality/
165,The Q&A: Brendan Malone On West Finals And LeBron vs. MJ Debate,"September 21, 2020",http://global.nba.com/news/the-qa-brendan-malone-on-west-finals-and-lebron-vs-mj-debate/
166,Anthony Davis Hits ‘Mamba Shot’ To Create New Lakers Moment,"September 21, 2020",http://global.nba.com/news/anthony-davis-hits-mamba-shot-to-create-new-lakers-moment/
167,"Nuggets Botch Final Play, And What Could Be Their Best Chance","September 21, 2020",http://global.nba.com/news/nuggets-botch-final-play-and-what-could-be-their-best-chance/
168,Horry Scale: Anthony Davis Secures Lakers 2-0 Lead Over Nuggets,"September 20, 2020",http://global.nba.com/news/horry-scale-anthony-davis-secures-lakers-2-0-lead-over-nuggets/
