Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance,nltk_Sentiment
149,NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2018-19,https://www.bbc.co.uk/sport/basketball/45932208,LeBron James,0.0357733175914994,1.0,0.6537208159764608,0.5278547008832296,0.5432768066724142,0.5180202722549438,0.6005843281745911,0.2006
235,"NBA: Toronto Raptors coach on LeBron James, BBL and broken-down buses",2018-19,https://www.bbc.co.uk/sport/basketball/45899236,LeBron James,0.1483958122255994,1.0,0.5945287810431586,0.536846227116055,0.5886847310596042,0.5276224215825399,0.6005843281745911,0.9978
238,"LeBron James, Drake, Kim Kardashian, Lionel Messi: Who's more popular on social media?",2018-19,https://www.bbc.co.uk/sport/46129198,LeBron James,0.237037037037037,0.4,0.5551862716674805,0.5245397090911865,0.630821943283081,0.5595827698707581,0.6005843281745911,0.9607
311,James Harden: Houston Rockets guard sets NBA scoring record,2018-19,https://www.bbc.co.uk/sport/basketball/47635647,James Harden,0.0238721804511278,1.2,0.6472676197687784,0.5289888978004456,0.5970937013626099,0.5501721700032552,0.5946702361106873,0.8151
314,James Harden: Houston Rockets' guard ties Wilt Chamberlain record,2018-19,https://www.bbc.co.uk/sport/basketball/47236160,James Harden,0.0390625,1.0,0.563452939192454,0.5455134908358256,0.5151788194974264,0.5295050541559855,0.5946702361106873,0.2952
315,James Harden adds to NBA record as Houston beat Golden State in overtime,2018-19,https://www.bbc.co.uk/sport/basketball/46756360,James Harden,0.0992857142857143,1.0,0.5475383102893829,0.5389953702688217,0.5961828976869583,0.5373384058475494,0.5946702361106873,0.9763
316,James Harden: How the Houston Rockets' guard is dominating the NBA,2018-19,https://www.bbc.co.uk/sport/basketball/47189093,James Harden,0.1505005411255411,1.0,0.5771511197090149,0.5309405156544277,0.6478880558695111,0.5263729776654925,0.5946702361106873,0.9754
320,Houston Rockets: James Harden sets new NBA scoring record,2018-19,https://www.bbc.co.uk/sport/basketball/46874219,James Harden,0.2098214285714285,1.0,0.6039711038271586,0.536686897277832,0.572397251923879,0.5379887223243713,0.5946702361106873,0.9442
353,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,James Harden,0.1341540404040404,1.0,0.5552371382713318,0.5164248228073121,0.5709725618362427,0.5328349471092224,0.5946702361106873,0.9818
396,LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2018-19,https://www.bbc.co.uk/sport/basketball/45911389,James Harden,0.1622222222222222,0.8,0.6359653472900391,0.5075312256813049,0.5375413000583649,0.5411168336868286,0.5946702361106873,0.8934
402,LeBron James is first player in the NBA's top 10 all-time scoring and assists lists,2018-19,https://www.bbc.co.uk/sport/basketball/47368038,James Harden,0.06,1.0,0.6489132046699524,0.5347309311230978,0.5893920262654623,0.5242569049199423,0.5946702361106873,-0.8128
458,LeBron James passes Wilt Chamberlain on NBA all-time scoring list in Lakers win,2018-19,https://www.bbc.co.uk/sport/basketball/46218586,James Harden,0.0958333333333333,0.8,0.5703637301921844,0.5217040330171585,0.5470448285341263,0.508422777056694,0.5946702361106873,0.9924
463,NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2018-19,https://www.bbc.co.uk/sport/basketball/45932208,James Harden,0.0357733175914994,1.0,0.5501392086346945,0.5258180697758993,0.5843077898025513,0.5410521626472473,0.5946702361106873,0.2006
464,"NBA: Brandon Ingram, Rajon Rondo & Chris Paul banned after punch-up",2018-19,https://www.bbc.co.uk/sport/basketball/45937730,James Harden,-0.1,1.0,0.555932343006134,0.5434545477231344,0.5569148461023966,0.5281905929247538,0.5946702361106873,-0.9726
467,NBA: LeBron James claims first Los Angeles Lakers victory,2018-19,https://www.bbc.co.uk/sport/basketball/45975260,James Harden,0.0819285714285714,0.8,0.6409890800714493,0.5160919278860092,0.5490736663341522,0.5241384953260422,0.5946702361106873,-0.1531
485,Russell Westbrook ties Wilt Chamberlain's triple-double record,2018-19,https://www.bbc.co.uk/sport/basketball/47188932,James Harden,0.1108333333333333,1.0,0.5648953914642334,0.5711687207221985,0.691609188914299,0.5367752462625504,0.5946702361106873,0.624
884,NBA: Oklahoma's Russell Westbrook scores 20-20-20 triple-double,2018-19,https://www.bbc.co.uk/sport/basketball/47798928,Russell Westbrook,0.15,0.8,0.5739313960075378,0.514592856168747,0.62220099568367,0.5118578672409058,0.5522056818008423,0.7076
885,NBA: Russell Westbrook sets new triple-double record,2018-19,https://www.bbc.co.uk/sport/basketball/47208866,Russell Westbrook,0.2166666666666666,1.0,0.6235455274581909,0.5394071936607361,0.6107299625873566,0.5090097486972809,0.5522056818008423,-0.6369
886,Russell Westbrook: NBA issue lifetime ban to fan after abuse claims,2018-19,https://www.bbc.co.uk/sport/basketball/47544005,Russell Westbrook,0.050661075036075,1.0,0.5871787567933401,0.5418363710244497,0.5605808695157369,0.5275058348973592,0.5522056818008423,0.7865
887,Russell Westbrook ties Wilt Chamberlain's triple-double record,2018-19,https://www.bbc.co.uk/sport/basketball/47188932,Russell Westbrook,0.1108333333333333,1.0,0.5362157374620438,0.5582289099693298,0.5386915653944016,0.5433066040277481,0.5522056818008423,0.624
1000,NFL week eight review: LA Rams continue perfect start as Saints get revenge over Vikings,2018-19,https://www.bbc.co.uk/sport/american-football/46016794,Russell Westbrook,0.1394692159692159,0.8,0.6216095338265101,0.5343072315057119,0.5730566531419754,0.5320751567681631,0.5522056818008423,0.999
1011,NFL week 17 review: Eagles scrape into play-offs as Vikings and Steelers miss out,2018-19,https://www.bbc.co.uk/sport/american-football/46721597,Russell Westbrook,0.0738878685848383,0.8,0.5609963417053223,0.5414834062258402,0.6065659324328104,0.5307462930679321,0.5522056818008423,0.9953
1080,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,Giannis Antetokounmpo,0.1341540404040404,1.2,0.6356789588928222,0.5419893860816956,0.5765594244003296,0.526877248287201,0.6495742201805115,0.9818
1081,Milwaukee Bucks top Eastern Conference after beating Philadelphia 76ers,2018-19,https://www.bbc.co.uk/sport/basketball/47824153,Giannis Antetokounmpo,0.3522959183673469,1.2,0.5095739364624023,0.5156740347544352,0.5578025579452515,0.5115815798441569,0.6495742201805115,0.981
1263,LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2018-19,https://www.bbc.co.uk/sport/basketball/45911389,Damian Lillard,0.1622222222222222,1.2,0.6162179708480835,0.5521570146083832,0.5775302946567535,0.5099779069423676,0.5724358558654785,0.8934
1378,NFL week 14 review: Chicago Bears channel 1985 defence to smother LA Rams,2018-19,https://www.bbc.co.uk/sport/american-football/46508677,Bradley Beal,0.2509171241130006,0.6000000000000001,0.5918525090584388,0.5315843774722173,0.5840112933745751,0.5216260598256037,0.5913378000259399,0.9993
1487,NBA: Golden State Warriors trio fined for criticising officials,2018-19,https://www.bbc.co.uk/sport/basketball/47795575,Kevin Durant,-0.04,0.8,0.7535251379013062,0.5152764916419983,0.6187751293182373,0.5954681038856506,0.6393224596977234,-0.7906
1495,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,Kevin Durant,0.1341540404040404,1.2,0.57876216173172,0.5457859039306641,0.583493435382843,0.5305594086647034,0.6393224596977234,0.9818
1575,Golden State Warriors beat Los Angeles Clippers in final regular-season game,2018-19,https://www.bbc.co.uk/sport/basketball/47850335,Kevin Durant,0.0249188311688311,1.0,0.5497999787330627,0.5372261703014374,0.705561101436615,0.5064102411270142,0.6393224596977234,0.8979
1637,Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2018-19,https://www.bbc.co.uk/sport/basketball/47086242,Kevin Durant,0.051762187088274,1.2,0.6156509944370815,0.532598784991673,0.5299030116626194,0.5137730240821838,0.6393224596977234,0.9228
1681,Zion Williamson injured as Nike shoe falls apart after 33 seconds,2018-19,https://www.bbc.co.uk/sport/basketball/47315530,Kevin Durant,0.0490810471579702,1.2,0.652258574962616,0.5359784066677094,0.5717651098966599,0.5210323184728622,0.6393224596977234,0.9517
1688,James Harden adds to NBA record as Houston beat Golden State in overtime,2018-19,https://www.bbc.co.uk/sport/basketball/46756360,Kevin Durant,0.0992857142857143,1.0,0.5548852533102036,0.5528038144111633,0.5870597213506699,0.5239675939083099,0.6393224596977234,0.9763
1966,BBL Trophy final: London City Royals beat London Lions in overtime 90-82,2018-19,https://www.bbc.co.uk/sport/basketball/47517634,Lou Williams,0.1204365079365079,0.8,0.5864566663901011,0.5122049848238627,0.5840939581394196,0.5233940382798513,0.5920995473861694,0.9813
2021,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,Kemba Walker,0.1341540404040404,1.2,0.5920288681983947,0.5432165265083313,0.5515723466873169,0.5300195932388305,0.5691883563995361,0.9818
2073,Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2018-19,https://www.bbc.co.uk/sport/basketball/47086242,Karl-Anthony Towns,0.051762187088274,0.6000000000000001,0.5975804924964905,0.5279231156621661,0.577736462865557,0.5209310139928546,0.6439446806907654,0.9228
2092,Manager ins and outs - October 2018,2018-19,https://www.bbc.co.uk/sport/football/45712083,Karl-Anthony Towns,0.1166666666666666,0.2,0.5908510684967041,0.5434474349021912,0.5788173675537109,0.5503624677658081,0.6439446806907654,0.2732
2150,Six times sports stars turned into superheroes,2018-19,https://www.bbc.co.uk/sport/46916442,Victor Oladipo,0.135319715007215,1.0,0.6085508399539523,0.5256776147418551,0.5982423093583848,0.5263757440778944,0.6064674854278564,0.9949
2164,Stan Lee: How Spider-Man & Black Panther creator influenced the sporting world,2018-19,https://www.bbc.co.uk/sport/46196159,Victor Oladipo,0.1597212121212121,0.6000000000000001,0.5610086066382272,0.5392480577741351,0.5611521261078971,0.5253687671252659,0.6064674854278564,0.9876
2196,King George VI Chase: Clan Des Obeaux gives Paul Nicholls a 10th race win,2018-19,https://www.bbc.co.uk/sport/horse-racing/46686508,Paul George,0.1964887152777778,0.8,0.5817892040525164,0.5388213736670358,0.5755887968199593,0.5258825165884835,0.5847294330596924,0.9993
2630,Russell Westbrook: NBA issue lifetime ban to fan after abuse claims,2018-19,https://www.bbc.co.uk/sport/basketball/47544005,Donovan Mitchell,0.050661075036075,1.0,0.5780794223149618,0.5316163599491119,0.6114772657553355,0.5305328667163849,0.5769758820533752,0.7865
2646,Scotland v Kazakhstan: Rematch brings back painful memories,2018-19,https://www.bbc.co.uk/sport/football/47657749,Donovan Mitchell,0.0636574074074074,0.8,0.5797468092706468,0.5153803759151034,0.6062230865160624,0.5201511515511407,0.5769758820533752,-0.9632
2668,Transfers - January 2019,2018-19,https://www.bbc.co.uk/sport/46728559,Donovan Mitchell,0.1314285714285714,1.0,0.6078838316761718,0.5287129757355671,0.5978351223225497,0.525567605787394,0.5769758820533752,0.9986
2802,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,Kyrie Irving,0.1341540404040404,1.2,0.5851141214370728,0.5321702361106873,0.550300657749176,0.5350040197372437,0.6158479452133179,0.9818
2852,Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2018-19,https://www.bbc.co.uk/sport/basketball/47086242,Kyrie Irving,0.051762187088274,1.2,0.6145222697939191,0.5243554626192365,0.6013262101582119,0.521532552582877,0.6158479452133179,0.9228
2877,LeBron James and the Los Angeles Lakers out of play-off race - what has gone wrong?,2018-19,https://www.bbc.co.uk/sport/basketball/47589985,Kyrie Irving,0.1028217358772914,1.2,0.6150434613227844,0.5295628368854522,0.5457253575325012,0.5211332380771637,0.6158479452133179,0.9745
2888,Klay Thompson: Golden State Warriors shooting guard breaks Steph Curry's three-pointer record,2018-19,https://www.bbc.co.uk/sport/basketball/46028902,Klay Thompson,0.0462734487734487,1.0,0.5676073233286539,0.5175227920214335,0.545600434144338,0.53428848584493,0.5724368691444397,0.9757
2965,Golden State Warriors: NBA champions launch $100 monthly pass - but there's no seat,2018-19,https://www.bbc.co.uk/sport/basketball/46191543,Klay Thompson,0.0385493827160493,1.0,0.5739424569266183,0.5600669809750148,0.586357661655971,0.5186286228043693,0.5724368691444397,0.9966
3110,Premiership: Northampton Saints beat Leicester Tigers 29-15 at Welford Road,2018-19,https://www.bbc.co.uk/sport/rugby-union/47626782,Harrison Barnes,0.0905142383658008,1.0,0.588402196764946,0.5565505027770996,0.5956971123814583,0.5277455300092697,0.5721068382263184,-0.0129
3176,Jess Varnish tribunal: Dr Richard Freeman pulls out of attending,2018-19,https://www.bbc.co.uk/sport/cycling/46542615,Harrison Barnes,0.0483796296296296,0.8,0.5692139069239298,0.5363402565320333,0.5786438650555081,0.5271412796444364,0.5721068382263184,-0.0509
3380,NFL week 12 review: Pittsburgh Steelers' winning streak ends at Denver Broncos,2018-19,https://www.bbc.co.uk/sport/american-football/46344437,Andrew Wiggins,0.1015097849808593,0.6000000000000001,0.6045688350995382,0.5376669883728027,0.5835545738538106,0.5252790570259094,0.5994374752044678,0.999
3421,NFL week 17 review: Eagles scrape into play-offs as Vikings and Steelers miss out,2018-19,https://www.bbc.co.uk/sport/american-football/46721597,Andrew Wiggins,0.0738878685848383,0.8,0.5978911201159159,0.5361059149106343,0.607992414633433,0.5341930786768595,0.5994374752044678,0.9953
3446,NFL week 11 review: Philadelphia Eagles suffer record defeat as New Orleans Saints win again,2018-19,https://www.bbc.co.uk/sport/american-football/46260220,Andrew Wiggins,0.1907201264344121,0.6000000000000001,0.6053999066352844,0.5401852130889893,0.583799734711647,0.5166093955437342,0.5994374752044678,0.998
3521,Joel Embiid: Philadelphia 76ers centre jumps over actress Regina King,2018-19,https://www.bbc.co.uk/sport/basketball/47237260,Joel Embiid,0.0539256198347107,1.0,0.5945480018854141,0.5119702368974686,0.5817417949438095,0.5163286477327347,0.6133931875228882,0.9368
3550,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,Joel Embiid,0.1341540404040404,1.2,0.6043366074562073,0.5325323820114136,0.5996548533439636,0.5111566781997681,0.6133931875228882,0.9818
3597,Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2018-19,https://www.bbc.co.uk/sport/basketball/47086242,Joel Embiid,0.051762187088274,0.6000000000000001,0.6173772215843201,0.5337391410555158,0.6155362384659904,0.5356672661645072,0.6133931875228882,0.9228
3619,Premier League predictions: Lawro v NBA star Mario Hezonja,2018-19,https://www.bbc.co.uk/sport/football/46897661,Joel Embiid,0.1244199134199134,1.0,0.6067264335496085,0.5354552524430412,0.6468237638473511,0.526926611151014,0.6133931875228882,0.9951
3679,LeBron James hits a triple-double in first home Los Angeles Lakers win,2018-19,https://www.bbc.co.uk/sport/basketball/45988828,Nikola Jokić,0.1656926406926407,0.6000000000000001,0.5424658060073853,0.522839625676473,0.5813842415809631,0.5047974189122518,0.6450575590133667,-0.6908
3743,NBA: LeBron James claims first Los Angeles Lakers victory,2018-19,https://www.bbc.co.uk/sport/basketball/45975260,Jamal Murray,0.0819285714285714,0.8,0.5821586102247238,0.5225371569395065,0.6060852259397507,0.5232000797986984,0.5930848121643066,-0.1531
3985,NBA: Golden State Warriors trio fined for criticising officials,2018-19,https://www.bbc.co.uk/sport/basketball/47795575,Stephen Curry,-0.04,0.8,0.6524044871330261,0.5427901744842529,0.6719262003898621,0.5278669595718384,0.5880520939826965,-0.7906
4003,NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2018-19,https://www.bbc.co.uk/sport/basketball/47276052,Stephen Curry,0.1341540404040404,0.8,0.6827300071716309,0.5401324272155762,0.5543059229850769,0.5205321907997131,0.5880520939826965,0.9818
4012,NBA: LeBron James claims first Los Angeles Lakers victory,2018-19,https://www.bbc.co.uk/sport/basketball/45975260,Stephen Curry,0.0819285714285714,1.2,0.6420403718948364,0.5284243822097778,0.5785680860280991,0.5240874141454697,0.5880520939826965,-0.1531
4055,Golden State Warriors beat Los Angeles Clippers in final regular-season game,2018-19,https://www.bbc.co.uk/sport/basketball/47850335,Stephen Curry,0.0249188311688311,1.0,0.6030201315879822,0.5593195259571075,0.606043815612793,0.5373864769935608,0.5880520939826965,0.8979
4068,Steph Curry: Golden State Warriors star helps young girl wear his trainers,2018-19,https://www.bbc.co.uk/sport/basketball/46396930,Stephen Curry,0.0770833333333333,1.0,0.5811780691146851,0.5294940173625946,0.5676099061965942,0.531035453081131,0.5880520939826965,0.9922
4109,Golden State Warriors suffer heaviest defeat of season against Dallas Mavericks,2018-19,https://www.bbc.co.uk/sport/basketball/47684182,Stephen Curry,-0.105050505050505,1.0,0.5713720321655273,0.5511258840560913,0.5750021934509277,0.5378132462501526,0.5880520939826965,-0.8481
4204,NBA: LeBron James claims first Los Angeles Lakers victory,2018-19,https://www.bbc.co.uk/sport/basketball/45975260,Devin Booker,0.0819285714285714,1.2,0.6017615497112274,0.5262878686189651,0.5346577912569046,0.519978940486908,0.5709068179130554,-0.1531
4268,NFL week eight review: LA Rams continue perfect start as Saints get revenge over Vikings,2018-19,https://www.bbc.co.uk/sport/american-football/46016794,Devin Booker,0.1394692159692159,0.6000000000000001,0.5798323204120001,0.5536187688509623,0.5753343552350998,0.5234878063201904,0.5709068179130554,0.999
4510,National League news - January 2019,2018-19,https://www.bbc.co.uk/sport/football/46735927,Jimmy Butler,0.091903409090909,0.8,0.6266261909319006,0.5333131759063058,0.5802545262419659,0.5219994653826174,0.5268628597259521,0.9993
4548,Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2018-19,https://www.bbc.co.uk/sport/basketball/47086242,Dennis Schröder,0.051762187088274,0.8,0.5943072438240051,0.5259853260857719,0.5886092611721584,0.5171666741371155,0.5492486953735352,0.9228
4744,NFL week 15 review: Philadelphia Eagles shock LA Rams to stay in play-off race,2018-19,https://www.bbc.co.uk/sport/american-football/46593542,Ben Simmons,0.132178502714217,0.8,0.5950964526696638,0.5350242528048429,0.6157340569929644,0.5246434699405323,0.5812296271324158,0.9948
4812,Premiership: Worcester Warriors beat Leicester Tigers 17-13 with late Tom Howe try,2018-19,https://www.bbc.co.uk/sport/rugby-union/47296081,Ben Simmons,-0.0174797538062844,1.0,0.5837334735052926,0.5260376759937831,0.6037085567201886,0.5228080153465271,0.5812296271324158,-0.3159
4818,NFL week 12 review: Pittsburgh Steelers' winning streak ends at Denver Broncos,2018-19,https://www.bbc.co.uk/sport/american-football/46344437,Ben Simmons,0.1015097849808593,0.6000000000000001,0.6043346166610718,0.5403215328852335,0.6014326373736064,0.5257651368776958,0.5812296271324158,0.999
4857,NFL week 17 review: Eagles scrape into play-offs as Vikings and Steelers miss out,2018-19,https://www.bbc.co.uk/sport/american-football/46721597,T.J. Warren,0.0738878685848383,0.6000000000000001,0.594866140683492,0.5315808415412903,0.5803239425023397,0.5191474397977193,0.641155481338501,0.9953
5209,European Champions Cup: Kyle McCall suffers hamstring injury setback,2018-19,https://www.bbc.co.uk/sport/rugby-union/46797411,Kyle Lowry,0.0575520833333333,0.8,0.6002586007118225,0.550917637348175,0.6395971417427063,0.5291970372200012,0.5705719590187073,0.9655
5250,Irish Premiership: Linfield take over from Ballymena at top,2018-19,https://www.bbc.co.uk/sport/football/46730253,Kyle Lowry,0.0427878787878788,1.0,0.559816338121891,0.5485605224967003,0.5749523267149925,0.525757223367691,0.5705719590187073,-0.9052
5275,European Champions Cup: Ulster building on European campaign,2018-19,https://www.bbc.co.uk/sport/rugby-union/46812347,Kyle Lowry,0.1020151515151515,0.8,0.6167140230536461,0.5258821398019791,0.5566933676600456,0.5261196568608284,0.5705719590187073,0.9969
5285,Pro14: Leinster score six tries in a 40-7 win over Ulster,2018-19,https://www.bbc.co.uk/sport/rugby-union/46758538,Kyle Lowry,0.1182818156502366,0.8,0.5957159731123183,0.5310303171475729,0.5737264619933234,0.5296723776393466,0.5705719590187073,0.8788
5289,Pro14: Glasgow Warriors 30-7 Ulster: Bonus-point win keeps hosts top,2018-19,https://www.bbc.co.uk/sport/rugby-union/47813410,Kyle Lowry,0.0805431122822427,0.8,0.5713402092456817,0.5249621570110321,0.5789050936698914,0.5222260415554046,0.5705719590187073,-0.8586
5326,NFL week 17 review: Eagles scrape into play-offs as Vikings and Steelers miss out,2018-19,https://www.bbc.co.uk/sport/american-football/46721597,Eric Bledsoe,0.0738878685848383,0.8,0.5883768280347188,0.533846910794576,0.6080034295717875,0.5296099861462911,0.6079973578453064,0.9953
5385,NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2018-19,https://www.bbc.co.uk/sport/basketball/45932208,Carmelo Anthony,0.0357733175914994,1.0,0.525744636853536,0.5342930356661478,0.5469890236854553,0.544628361860911,0.604289710521698,0.2006
5478,Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2018-19,https://www.bbc.co.uk/sport/basketball/47086242,Carmelo Anthony,0.051762187088274,0.6000000000000001,0.5857078262737819,0.5299601129123143,0.5765207665307182,0.5294074586459568,0.604289710521698,0.9228
5486,NFL week 13 review: Third time lucky as Chargers comeback stuns Steelers,2018-19,https://www.bbc.co.uk/sport/american-football/46428520,Carmelo Anthony,0.1127491127491127,0.8,0.6023953471864972,0.5196099068437304,0.5771887089524951,0.5294692260878426,0.604289710521698,0.9973
5523,From NFL to curling: American football stars set sights on Beijing 2022 Winter Olympics,2018-19,https://www.bbc.co.uk/sport/american-football/47290897,Marc Gasol,0.1598724886224886,0.8,0.5891386812383478,0.5269771326671947,0.5488129420713945,0.5199519937688654,0.573917031288147,0.9984
5822,LeBron James hits a triple-double in first home Los Angeles Lakers win,2018-19,https://www.bbc.co.uk/sport/basketball/45988828,Kyle Kuzma,0.1656926406926407,1.0,0.6045426925023397,0.5396489500999451,0.601888914903005,0.5192367434501648,0.6207129955291748,-0.6908
5852,LeBron James and the Los Angeles Lakers out of play-off race - what has gone wrong?,2018-19,https://www.bbc.co.uk/sport/basketball/47589985,Kyle Kuzma,0.1028217358772914,1.2,0.6218455553054809,0.5210150301456451,0.567208206653595,0.5297509789466858,0.6207129955291748,0.9745
5863,DeMarcus Cousins: Golden State Warriors player sent off despite already being injured,2018-19,https://www.bbc.co.uk/sport/basketball/46001680,DeMarcus Cousins,-0.0433566433566433,1.0,0.6585351228713989,0.5394445260365804,0.6069539984067281,0.526714821656545,0.5413163900375366,-0.9217
5885,NFL week 17 review: Eagles scrape into play-offs as Vikings and Steelers miss out,2018-19,https://www.bbc.co.uk/sport/american-football/46721597,DeMarcus Cousins,0.0738878685848383,0.8,0.6144562562306722,0.5343710899353027,0.5729433417320251,0.5239690661430358,0.5413163900375366,0.9953
6119,Gary Neville 'spineless' Tottenham comments were out of order - Jermaine Jenas,2018-19,https://www.bbc.co.uk/sport/football/46082168,Gary Harris,0.1281130268199233,0.6000000000000001,0.6600636690855026,0.532739132642746,0.5279565304517746,0.5100349485874176,0.5898456573486328,0.9668
6243,LeBron James landmark as Los Angeles Lakers thrashed by Indiana Pacers,2018-19,https://www.bbc.co.uk/sport/basketball/47141238,Bojan Bogdanović,0.0959891118982028,0.6000000000000001,0.5421801010767618,0.5260463356971741,0.6191396315892538,0.5327260295550028,0.6247488856315613,-0.0196
6290,"#10YearChallenge - Paul Pogba, Jesse Lingard and Conor McGregor involved",2018-19,https://www.bbc.co.uk/sport/46904765,Jayson Tatum,0.1291666666666666,1.0,0.6054956714312235,0.5255638360977173,0.5822062492370605,0.524055540561676,0.592836856842041,0.9625
6356,Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2018-19,https://www.bbc.co.uk/sport/basketball/47086242,Kristaps Porziņģis,0.051762187088274,0.8,0.5710619347436088,0.5385402866772243,0.5720608745302472,0.5317744101796832,0.6280211210250854,0.9228
6381,"NBA: Brandon Ingram, Rajon Rondo & Chris Paul banned after punch-up",2018-19,https://www.bbc.co.uk/sport/basketball/45937730,Chris Paul,-0.1,1.0,0.6245128711064657,0.521280825138092,0.5925707022349039,0.5161235928535461,0.5879286527633667,-0.9726
6632,Charlie Adam: Stoke midfielder 'open' to return to Scotland,2018-19,https://www.bbc.co.uk/sport/football/46737632,Steven Adams,0.2011904761904762,0.6000000000000001,0.5814484159151713,0.535341203212738,0.6212688088417053,0.5232544740041097,0.5992342233657837,0.9764
6836,Preston North End 1-1 Swansea City,2018-19,https://www.bbc.co.uk/sport/football/46766456,Josh Richardson,0.1251464341605187,0.8,0.5681365877389908,0.531410239636898,0.588445819914341,0.533110573887825,0.6015327572822571,0.9948
